ANO_MES;ORGAO;NOME_ORGAO;SIGLA_ORGAO;APROVADA;DISTRIBUIDA;OCUPADA;VAGA
202208;26402;INSTITUTO FEDERAL DE ALAGOAS;IFAL;1.885,00;1.859,00;1.827,00;58
202208;26403;INSTITUTO FEDERAL DO AMAZONAS;IFAM;1.967,00;1.861,00;1.772,00;195
202208;26404;INSTITUTO FEDERAL BAIANO;IFBAIANO;1.958,00;1.770,00;1.693,00;265
202208;26405;INSTITUTO FEDERAL DO CEARA;IFCE;3.851,00;3.753,00;3.649,00;202
202208;26406;INSTITUTO FEDERAL DO ESPIRITO SANTO;IFES;2.941,00;2.915,00;2.825,00;116
202208;26407;INSTITUTO FEDERAL GOIANO;IFGOIANO;1.421,00;1.412,00;1.377,00;44
202208;26408;INSTITUTO FEDERAL DO MARANHAO;IFMA;3.274,00;3.224,00;3.172,00;102
202208;26409;INSTITUTO FEDERAL DE MINAS GERAIS;IFMG;1.909,00;1.893,00;1.860,00;49
202208;26410;INSTITUTO FED. DO NORTE DE MINAS GERAIS;IFNORTEMG;1.371,00;1.343,00;1.323,00;48
202208;26411;INSTITUTO FED.DO SUDESTE DE MINAS GERAIS;IFSUDMG;1.315,00;1.306,00;1.291,00;24
202208;26412;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS;IFSULMG;1.155,00;1.144,00;1.129,00;26
202208;26413;INSTITUTO FEDERAL DO TRIANGULO MINEIRO;IFTRIANMG;1.171,00;1.156,00;1.136,00;35
202208;26414;INSTITUTO FEDERAL DE MATO GROSSO;IFMT;2.044,00;1.986,00;1.915,00;129
202208;26415;INSTITUTO FEDERAL DE MATO GROSSO DO SUL;IFMS;1.275,00;1.219,00;1.183,00;92
202208;26416;INSTITUTO FEDERAL DO PARA;IFPA;2.585,00;2.524,00;2.387,00;198
202208;26417;INSTITUTO FEDERAL DA PARAIBA;IFPB;2.386,00;2.378,00;2.345,00;41
202208;26418;INSTITUTO FEDERAL DE PERNAMBUCO;IFPE;2.397,00;2.358,00;2.275,00;122
202208;26419;INSTITUTO FEDERAL DO RIO GRANDE DO SUL;IFRS;2.186,00;2.152,00;2.101,00;85
202208;26420;INSTITUTO FEDERAL FARROUPILHA;IFFARROUP;1.475,00;1.466,00;1.421,00;54
202208;26421;INSTITUTO FEDERAL DE RONDONIA;IFRO;1.264,00;1.222,00;1.198,00;66
202208;26422;INSTITUTO FEDERAL CATARINENSE;IFCATARINA;1.870,00;1.863,00;1.781,00;89
202208;26423;INSTITUTO FEDERAL DE SERGIPE;IFSE;1.533,00;1.253,00;1.184,00;349
202208;26424;INSTITUTO FEDERAL DO TOCANTINS;IFTO;1.285,00;1.247,00;1.234,00;51
202208;26426;INSTITUTO FEDERAL DO AMAPA;IFAP;687;638;611;76
202208;26427;INSTITUTO FEDERAL DA BAHIA;IFBA;3.042,00;2.810,00;2.661,00;381
202208;26428;INSTITUTO FEDERAL DE BRASILIA;IFBRASILIA;1.374,00;1.325,00;1.280,00;94
202208;26429;INSTITUTO FEDERAL DE GOIAS;IFG;2.093,00;2.052,00;1.993,00;100
202208;26430;INSTITUTO FEDERAL DO SERTAO PERNAMBUCANO;IFSERTPE;1.040,00;1.028,00;1.013,00;27
202208;26431;INSTITUTO FEDERAL DO PIAUI;IFPI;2.443,00;2.334,00;2.242,00;201
202208;26432;INSTITUTO FEDERAL DO PARANA;IFPR;2.621,00;2.363,00;2.306,00;315
202208;26433;INSTITUTO FEDERAL DO RIO DE JANEIRO;IFRJ;2.030,00;1.992,00;1.865,00;165
202208;26434;INSTITUTO FEDERAL FLUMINENSE;IFFLU;1.757,00;1.726,00;1.656,00;101
202208;26435;INSTITUTO FEDERAL DO RIO GRANDE DO NORTE;IFRN;2.739,00;2.718,00;2.685,00;54
202208;26436;INSTITUTO FEDERAL SUL RIO-GRANDENSE;IFSRIOGRAN;1.835,00;1.827,00;1.767,00;68
202208;26437;INSTITUTO FEDERAL DE RORAIMA;IFRR;721;699;652;69
202208;26438;INSTITUTO FEDERAL DE SANTA CATARINA;IFSC;2.671,00;2.638,00;2.570,00;101
202208;26439;INSTITUTO FEDERAL DE SAO PAULO;IFSP;4.628,00;4.618,00;4.530,00;98
202208;26440;UNIVERSIDADE FEDERAL DA FRONTEIRA SUL;UFFS;1.425,00;1.407,00;1.376,00;49
202208;26441;UNIVERSIDADE FEDERAL DO OESTE DO PARA;UFOPA;1.112,00;1.090,00;1.077,00;35
202208;26442;UN. INT.INTERN. LUSOFONIA AFROBRASILEIRA;UNILAB;787;755;729;58
202208;26447;UNIVERSIDADE FEDERAL DO OESTE DA BAHIA;UFOB;648;634;605;43
202208;26448;UNIVERSIDADE FED. SUL SUDESTE DO PARA;UNIFESSPA;793;757;731;62
202208;26449;UNIVERSIDADE FEDERAL DO CARIRI;UFCA;694;643;631;63
202208;26450;UNIVERSIDADE FEDERAL DO SUL DA BAHIA;UFESBA;586;561;557;29
202208;30202;FUNDACAO NACIONAL DO INDIO;FUNAI;3.750,00;2.073,00;1.396,00;2.354,00
202208;30203;INST.NAC.METROLOGIA,NORM.E QUAL.INDL.;INMETRO;1.949,00;1.410,00;709;1.240,00
202208;30204;INSTITUTO NAC. DA PROPRIEDADE INDUSTRIAL;INPI;1.857,00;1.402,00;935;922
202208;30802;DEPTO. DE POLICIA RODOVIARIA FEDERAL;DPRF;13.833,00;13.833,00;12.844,00;989
202208;32000;MINISTERIO DE MINAS E ENERGIA;MME;712;712;156;556
202208;32200;AGENCIA NACIONAL DE ENERGIA ELETRICA;ANEEL;776;776;592;184
202208;32300;AGENCIA NAC PETROLEO GAS NAT BIOCOMBUSTI;ANP;812;782;692;120
202208;32396;AGENCIA NACIONAL DE MINERACAO;ANM;2.115,00;836;673;1.442,00
202208;33000;MINISTERIO DO TRABALHO E PREVIDENCIA;MTP;8.836,00;8.836,00;8.820,00;16
202208;33206;SUPERINT.NAC.DE PREVIDENCIA COMPLEMENTAR;PREVIC;231;159;72;159
202208;35000;MINISTERIO DAS RELACOES EXTERIORES;MRE;5.471,00;3.880,00;2.732,00;2.739,00
202208;35201;FUNDACAO ALEXANDRE DE GUSMAO;FAG;78;69;44;34
202208;36201;FUNDACAO OSWALDO CRUZ;FIOCRUZ;6.560,00;6.259,00;4.639,00;1.921,00
202208;36205;FUNDACAO NACIONAL DE SAUDE;FUNASA;4.235,00;4.229,00;1.476,00;2.759,00
202208;36207;AGENCIA NACIONAL DE VIGILANCIA SANITARIA;ANVS;1.641,00;1.626,00;1.526,00;115
202208;36208;AGENCIA NACIONAL DE SAUDE SUPLEMENTAR;ANS;709;677;612;97
202208;37000;DEFENSORIA PUBLICA DA UNIAO;DPU;2.000,00;1.245,00;1.118,00;882
202208;38000;CONSELHO ADMINIST.DE DEFESA ECONOMICA;CADE;52;50;39;13
202208;39250;AGENCIA NAC. DE TRANSPORTES TERRESTRES;ANTT;1.767,00;1.229,00;993;774
202208;39251;AGENCIA NAC. DE TRANSPORTES AQUAVIARIOS;ANTAQ;477;442;361;116
202208;39252;DEPARTAMENTO NAC.DE INFRAEST. DE TRANSP.;DNIT;4.273,00;3.386,00;2.180,00;2.093,00
202208;40105;MINISTERIO DA DEFESA;MD;3.014,00;2.668,00;1.372,00;1.642,00
202208;40106;ADVOCACIA-GERAL DA UNIAO;AGU;8.888,00;8.835,00;6.725,00;2.163,00
202208;40108;MINISTERIO CIENCIA TEC.INOV.COMUNICACOES;MCTIC;5.686,00;4.791,00;2.924,00;2.762,00
202208;40111;MINISTERIO DO MEIO AMBIENTE;MMA;1.053,00;704;493;560
202208;40112;MINISTERIO DO DESENVOLVIMENTO REGIONAL;MDR;1.172,00;831;558;614
202208;40202;FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA;ENAP;242;242;202;40
202208;40301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;CNEN;3.296,00;2.810,00;1.513,00;1.783,00
202208;40403;FUNDACAO CASA DE RUI BARBOSA;FCRB;148;145;92;56
202208;40408;FUNDACAO CULTURAL PALMARES;FCP;25;25;23;2
202208;40501;CONSELHO NAC.DE DESEN.CIEN.E TECNOLOGICO;CNPQ;1.040,00;844;344;696
202208;40603;SUPERINTENDENCIA ZONA FRANCA DE MANAUS;SUFRAMA;592;592;415;177
202208;40604;INSTITUTO BRASILEIRO DE TURISMO;EMBRATUR;87;87;0;87
202208;40701;INST. BR. MEIO AMB. REC. NAT. RENOVAVEIS;IBAMA;6.424,00;6.408,00;2.838,00;3.586,00
202208;40801;GOVERNO DO EX-TERRITORIO DO AMAPA;EX-TER/AP;5.911,00;5.854,00;5.821,00;90
202208;40803;GOVERNO DO EX-TERRITORIO DE RONDONIA;EX-TER/RO;5.645,00;5.645,00;5.425,00;220
202208;40804;GOVERNO DO EX-TERRITORIO DE RORAIMA;EX-TER/RR;2.752,00;2.743,00;2.735,00;17
202208;40806;DEP.DE CENTRAL.SERV.DE INATIVOS E PENS.;DECIP/SGP;7;7;0;7
202208;41100;MINISTERIO DAS COMUNICACOES;MCOM;85;85;80;5
202208;41231;AGENCIA NACIONAL DE TELECOMUNICACOES;ANATEL;1.771,00;1.576,00;1.307,00;464
202208;42201;INSTITUTO NAC. DE COLONIZ E REF AGRARIA;INCRA;6.574,00;4.027,00;2.877,00;3.697,00
202208;42204;DEPTO. NACIONAL DE OBRAS CONTRA AS SECAS;DNOCS;1.504,00;1.503,00;673;831
202208;42207;INSTITUTO BRASILEIRO DE MUSEUS;IBRAM;741;596;365;376
202208;44205;AGENCIA NACIONAL DE AGUAS;ANA;397;380;289;108
202208;44206;INSTITUTO DE PESQ. JARDIM BOTANICO DO RJ;JBRJ;216;215;118;98
202208;44207;INSTITUTO CHICO MENDES CONSERV.BIODIVER.;ICMBIO;2.873,00;2.224,00;1.498,00;1.375,00
202208;45203;COMISSAO DE VALORES MOBILIARIOS;CVM;598;583;429;169
202208;45205;FUND. INST. BRASIL. GEOG. E ESTATISTICA;IBGE;11.528,00;11.525,00;4.127,00;7.401,00
202208;45206;INSTITUTO DE PESQUISA ECONOMICA APLICADA;IPEA;693;693;318;375
202208;45208;SUPERINTENDENCIA DE SEGUROS PRIVADOS;SUSEP;826;533;331;495
202208;49000;MINISTERIO DA INFRAESTRUTURA;MINFRA;991;942;412;579
202208;52201;AGENCIA NACIONAL DE AVIACAO CIVIL;ANAC;1.830,00;1.553,00;1.264,00;566
202208;53202;SUPERINTENDENCIA DO DESENV. DA AMAZONIA;SUDAM;201;191;130;71
202208;53203;SUPERINTENDENCIA DO DESENV. DO NORDESTE;SUDENE;231;209;170;61
202208;53297;SUP.DE DESENVOLVIMENTO DO CENTRO OESTE;SUDECO;97;97;69;28
202208;54000;MINISTERIO DO TURISMO;MTUR;840;821;699;141
202208;55000;MINISTERIO DA CIDADANIA;MC;995;757;408;587
202208;57201;FUND.JORGE DUPRAT FIG. SEG. MED.TRABALHO;F.CENTRO;502;379;179;323
202208;57202;INSTITUTO NACIONAL DE SEGURO SOCIAL;INSS;43.493,00;42.166,00;19.318,00;24.175,00
202208;59000;CONTROLADORIA-GERAL DA UNIAO;CGU;5.080,00;2.623,00;2.208,00;2.872,00
202208;70000;COMANDO DA MARINHA;CM;9.042,00;8.028,00;3.126,00;5.916,00
202208;81000;MIN. DA MULHER, FAMILIA E DIR. HUMANOS;MMFDH;89;38;36;53
202208;98000;ORGAO CENTRAL DO SIPEC;SIPEC;6.066,00;0;0;6.066,00
202209;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;12.014,00;11.245,00;6.018,00;5.996,00
202209;15000;MINISTERIO DA EDUCACAO;MEC;34.498,00;1.883,00;674;33.824,00
202209;16000;COMANDO DO EXERCITO;C.EX;7.963,00;7.961,00;3.489,00;4.474,00
202209;16100;FUNDACAO OSORIO;F.OSORIO;93;92;56;37
202209;17000;MINISTERIO DA ECONOMIA;ME;65.933,00;55.793,00;26.784,00;39.149,00
202209;20000;MINIST. DA JUSTICA E SEGURANCA PUBLICA;MJ;3.550,00;3.487,00;2.586,00;964
202209;20101;PRESIDENCIA DA REPUBLICA;PR;671;229;95;576
202209;20114;AGENCIA BRASILEIRA DE INTELIGENCIA;ABIN;4.572,00;1.357,00;1.092,00;3.480,00
202209;20115;DEPARTAMENTO DE POLICIA FEDERAL;DPF;17.579,00;17.432,00;14.163,00;3.416,00
202209;20224;AGENCIA NACIONAL DO CINEMA;ANCINE;361;361;334;27
202209;21000;COMANDO DA AERONAUTICA;C.AER;8.632,00;7.668,00;3.178,00;5.454,00
202209;21201;CAIXA DE FINANCIAMENTO IMOB.AERONAUTICA;CFIA;69;0;0;69
202209;21300;AGENCIA ESPACIAL BRASILEIRA;AEB;176;176;53;123
202209;24203;FUNDACAO NACIONAL DE ARTES;FUNARTE;342;342;172;170
202209;24204;INSTITUTO DO PATR.HIST.E ART. NACIONAL;IPHAN;1.203,00;1.200,00;909;294
202209;24205;FUNDACAO BIBLIOTECA NACIONAL;FBN;450;450;250;200
202209;25000;MINISTERIO DA SAUDE;MS;78.046,00;73.343,00;40.212,00;37.834,00
202209;26104;INSTITUTO NACIONAL DE EDUCACAO DE SURDOS;INES;504;499;392;112
202209;26105;INSTITUTO BENJAMIN CONSTANT;I.B.CONST;283;280;249;34
202209;26106;FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO;FNDE;1.121,00;1.101,00;417;704
202209;26107;INST.NACIONAL DE EST.E PESQ.EDUCACIONAIS;INEP;617;533;372;245
202209;26201;COLEGIO PEDRO II;C.PEDROII;2.286,00;2.285,00;2.166,00;120
202209;26230;FUND.UNIV.FED.DO VALE DO SAO FRANCISCO;UNIVASF;1.041,00;1.006,00;988;53
202209;26231;UNIVERSIDADE FEDERAL DE ALAGOAS;UFAL;3.512,00;3.479,00;3.349,00;163
202209;26232;UNIVERSIDADE FEDERAL DA BAHIA;UFBA;5.921,00;5.905,00;5.550,00;371
202209;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;5.726,00;5.636,00;5.330,00;396
202209;26234;UNIVERSIDADE FEDERAL DO ESPIRITO SANTO;UFES;3.912,00;3.901,00;3.714,00;198
202209;26235;UNIVERSIDADE FEDERAL DE GOIAS;UFGO;5.295,00;5.250,00;5.098,00;197
202209;26236;UNIVERSIDADE FEDERAL FLUMINENSE;UFF;7.661,00;7.486,00;6.926,00;735
202209;26237;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;UFJF;3.274,00;3.242,00;3.110,00;164
202209;26238;UNIVERSIDADE FEDERAL DE MINAS GERAIS;UFMG;7.696,00;7.626,00;7.163,00;533
202209;26239;UNIVERSIDADE FEDERAL DO PARA;UFPA;5.534,00;5.461,00;5.214,00;320
202209;26240;UNIVERSIDADE FEDERAL DA PARAIBA;UFPB;6.331,00;6.286,00;5.821,00;510
202209;26241;UNIVERSIDADE FEDERAL DO PARANA;UFPR;6.369,00;6.344,00;5.954,00;415
202209;26242;UNIVERSIDADE FEDERAL DE PERNAMBUCO;UFPE;6.811,00;6.732,00;6.312,00;499
202209;26243;UNIVERSIDADE FED. DO RIO GRANDE DO NORTE;UFRN;5.649,00;5.608,00;5.334,00;315
202209;26244;UNIVERSIDADE FED. DO RIO GRANDE DO SUL;UFRGS/RS;5.581,00;5.554,00;5.284,00;297
202209;26245;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;UFRJ;13.715,00;13.580,00;12.756,00;959
202209;26246;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;5.874,00;5.770,00;5.442,00;432
202209;26247;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM/RS;4.772,00;4.734,00;4.478,00;294
202209;26248;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;UFRPE;2.479,00;2.452,00;2.364,00;115
202209;26249;UNIV. FEDERAL RURAL DO RIO DE JANEIRO;UFRRJ;2.462,00;2.416,00;2.293,00;169
202209;26250;UNIVERSIDADE FEDERAL DE RORAIMA;UFRR;1.077,00;1.065,00;1.018,00;59
202209;26251;FUNDACAO UNIVERSIDADE FED. DO TOCANTINS;FUFT;2.029,00;2.003,00;1.981,00;48
202209;26252;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;UFCG;3.109,00;3.063,00;2.864,00;245
202209;26253;UNIVERSIDADE FEDERAL RURAL DA AMAZONIA;UFRA;1.220,00;1.131,00;1.101,00;119
202209;26254;UNIVERSIDADE FED.DO TRIANGULO MINEIRO;UFTM;2.156,00;2.117,00;1.989,00;167
202209;26255;UNI.FED.VALES DO JEQUITINHONHA E MUCURI;UFVJM;1.566,00;1.497,00;1.438,00;128
202209;26256;CENTRO FED.EDUC.TECNOL.CELSO S. FONSECA;CEFET/RJ;1.570,00;1.558,00;1.406,00;164
202209;26257;CENTRO FED.DE EDUC.TECNOL.MINAS GERAIS;CEFET/MG;1.645,00;1.634,00;1.605,00;40
202209;26258;UNIVERS. TECNOLOGICA FEDERAL DO PARANA;UTFPR;3.717,00;3.712,00;3.589,00;128
202209;26260;UNIVERSIDADE FEDERAL DE ALFENAS;UNIFAL-MG;942;921;908;34
202209;26261;UNIVERSIDADE FEDERAL DE ITAJUBA;UNIFEI;903;881;860;43
202209;26262;UNIVERSIDADE FEDERAL DE SAO PAULO;UNIFESP;5.744,00;5.697,00;5.324,00;420
202209;26263;UNIVERSIDADE FEDERAL DE LAVRAS;UFLA;1.470,00;1.393,00;1.354,00;116
202209;26264;UNIVERSIDADE FED. RURAL DO SEMI-ARIDO;UFERSA-RN;1.319,00;1.283,00;1.269,00;50
202209;26266;FUNDACAO UNIVERSIDADE FEDERAL DO PAMPA;UNIPAMPA;1.857,00;1.821,00;1.797,00;60
202209;26267;UNIV.FED. DA INTEGRACAO LATINO-AMERICANA;UNILA;959;939;891;68
202209;26268;FUND. UNIVERSIDADE FEDERAL DE RONDONIA;UNIR;1.371,00;1.334,00;1.276,00;95
202209;26269;UNIVERSIDADE DO RIO DE JANEIRO;UNIRIO;2.459,00;2.450,00;2.291,00;168
202209;26270;FUNDACAO UNIVERSIDADE DO AMAZONAS;FUAM;3.454,00;3.399,00;3.250,00;204
202209;26271;FUNDACAO UNIVERSIDADE DE BRASILIA;UNB;6.054,00;6.010,00;5.675,00;379
202209;26272;FUNDACAO UNIVERSIDADE DO MARANHAO;UFMA;3.644,00;3.624,00;3.499,00;145
202209;26273;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;2.080,00;2.039,00;1.919,00;161
202209;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;5.049,00;5.033,00;4.856,00;193
202209;26275;UNIVERSIDADE FEDERAL DO ACRE;UFAC;1.509,00;1.477,00;1.425,00;84
202209;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;3.629,00;3.555,00;3.290,00;339
202209;26277;FUNDACAO UNIV. FEDERAL DE OURO PRETO;FUFOP;1.719,00;1.690,00;1.599,00;120
202209;26278;FUNDACAO UNIVERSIDADE FEDERAL DE PELOTAS;FUFPEL;2.752,00;2.707,00;2.592,00;160
202209;26279;UNIVERSIDADE FEDERAL DO PIAUI;UFPI;3.119,00;3.057,00;2.923,00;196
202209;26280;UNIVERSIDADE FEDERAL DE SAO CARLOS;FUFSCAR;2.363,00;2.321,00;2.227,00;136
202209;26281;FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE;FUFS;3.093,00;3.058,00;2.968,00;125
202209;26282;UNIVERSIDADE FEDERAL DE VICOSA;UFV;3.324,00;3.303,00;3.179,00;145
202209;26283;UNIV. FEDERAL DE MATO GROSSO DO SUL;UFMS;3.489,00;3.445,00;3.276,00;213
202209;26284;FUND.UNIV.FED.CIENC.SAUDE D PORTO ALEGRE;UFCSPA;591;585;571;20
202209;26285;FUND. UNIVERSIDADE DE SAO JOAO DEL REI;FUNREI;1.453,00;1.435,00;1.365,00;88
202209;26286;FUNDACAO UNVERSIDADE FEDERAL DO AMAPA;UNIFAP;1.215,00;1.196,00;1.136,00;79
202209;26292;FUNDACAO JOAQUIM NABUCO;FJN;452;452;171;281
202209;26298;FUND COORD APERF PESSOAL NIVEL SUPERIOR;CAPES;548;498;344;204
202209;26350;FUND. UNIV FEDERAL DA GRANDE DOURADOS;UFGD;1.589,00;1.569,00;1.515,00;74
202209;26351;UNIV. FEDERAL DO RECONCAVO DA BAHIA;UFRB;1.695,00;1.674,00;1.596,00;99
202209;26352;FUNDACAO UNIVERSIDADE FEDERAL DO ABC;UFABC;1.569,00;1.538,00;1.501,00;68
202209;26401;INSTITUTO FEDERAL DO ACRE;IFAC;863;765;731;132
202209;26402;INSTITUTO FEDERAL DE ALAGOAS;IFAL;1.884,00;1.861,00;1.830,00;54
202209;26403;INSTITUTO FEDERAL DO AMAZONAS;IFAM;1.965,00;1.859,00;1.765,00;200
202209;26404;INSTITUTO FEDERAL BAIANO;IFBAIANO;1.957,00;1.772,00;1.693,00;264
202209;26405;INSTITUTO FEDERAL DO CEARA;IFCE;3.853,00;3.755,00;3.645,00;208
202209;26406;INSTITUTO FEDERAL DO ESPIRITO SANTO;IFES;2.940,00;2.916,00;2.837,00;103
202209;26407;INSTITUTO FEDERAL GOIANO;IFGOIANO;1.421,00;1.413,00;1.377,00;44
202209;26408;INSTITUTO FEDERAL DO MARANHAO;IFMA;3.271,00;3.223,00;3.173,00;98
202209;26409;INSTITUTO FEDERAL DE MINAS GERAIS;IFMG;1.909,00;1.896,00;1.862,00;47
202209;26410;INSTITUTO FED. DO NORTE DE MINAS GERAIS;IFNORTEMG;1.369,00;1.341,00;1.324,00;45
202209;26411;INSTITUTO FED.DO SUDESTE DE MINAS GERAIS;IFSUDMG;1.315,00;1.306,00;1.292,00;23
202209;26412;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS;IFSULMG;1.150,00;1.139,00;1.122,00;28
202209;26413;INSTITUTO FEDERAL DO TRIANGULO MINEIRO;IFTRIANMG;1.171,00;1.155,00;1.133,00;38
202209;26414;INSTITUTO FEDERAL DE MATO GROSSO;IFMT;2.043,00;1.992,00;1.937,00;106
202209;26415;INSTITUTO FEDERAL DE MATO GROSSO DO SUL;IFMS;1.275,00;1.220,00;1.183,00;92
202209;26416;INSTITUTO FEDERAL DO PARA;IFPA;2.585,00;2.535,00;2.413,00;172
202209;26417;INSTITUTO FEDERAL DA PARAIBA;IFPB;2.386,00;2.379,00;2.346,00;40
202209;26418;INSTITUTO FEDERAL DE PERNAMBUCO;IFPE;2.395,00;2.355,00;2.272,00;123
202209;26419;INSTITUTO FEDERAL DO RIO GRANDE DO SUL;IFRS;2.186,00;2.169,00;2.128,00;58
202209;26420;INSTITUTO FEDERAL FARROUPILHA;IFFARROUP;1.475,00;1.464,00;1.415,00;60
202209;26421;INSTITUTO FEDERAL DE RONDONIA;IFRO;1.264,00;1.239,00;1.215,00;49
202209;26422;INSTITUTO FEDERAL CATARINENSE;IFCATARINA;1.873,00;1.870,00;1.774,00;99
202209;26423;INSTITUTO FEDERAL DE SERGIPE;IFSE;1.533,00;1.252,00;1.177,00;356
202209;26424;INSTITUTO FEDERAL DO TOCANTINS;IFTO;1.285,00;1.245,00;1.232,00;53
202209;26426;INSTITUTO FEDERAL DO AMAPA;IFAP;687;638;608;79
202209;26427;INSTITUTO FEDERAL DA BAHIA;IFBA;3.041,00;2.819,00;2.659,00;382
202209;26428;INSTITUTO FEDERAL DE BRASILIA;IFBRASILIA;1.375,00;1.327,00;1.282,00;93
202209;26429;INSTITUTO FEDERAL DE GOIAS;IFG;2.093,00;2.057,00;1.998,00;95
202209;26430;INSTITUTO FEDERAL DO SERTAO PERNAMBUCANO;IFSERTPE;1.040,00;1.029,00;1.011,00;29
202209;26431;INSTITUTO FEDERAL DO PIAUI;IFPI;2.443,00;2.337,00;2.243,00;200
202209;26432;INSTITUTO FEDERAL DO PARANA;IFPR;2.621,00;2.388,00;2.328,00;293
202209;26433;INSTITUTO FEDERAL DO RIO DE JANEIRO;IFRJ;2.029,00;1.991,00;1.862,00;167
202209;26434;INSTITUTO FEDERAL FLUMINENSE;IFFLU;1.755,00;1.724,00;1.653,00;102
202209;26435;INSTITUTO FEDERAL DO RIO GRANDE DO NORTE;IFRN;2.739,00;2.717,00;2.684,00;55
202209;26436;INSTITUTO FEDERAL SUL RIO-GRANDENSE;IFSRIOGRAN;1.834,00;1.827,00;1.771,00;63
202209;26437;INSTITUTO FEDERAL DE RORAIMA;IFRR;721;699;655;66
202209;26438;INSTITUTO FEDERAL DE SANTA CATARINA;IFSC;2.669,00;2.640,00;2.568,00;101
202209;26439;INSTITUTO FEDERAL DE SAO PAULO;IFSP;4.628,00;4.618,00;4.534,00;94
202209;26440;UNIVERSIDADE FEDERAL DA FRONTEIRA SUL;UFFS;1.425,00;1.407,00;1.369,00;56
202209;26441;UNIVERSIDADE FEDERAL DO OESTE DO PARA;UFOPA;1.112,00;1.093,00;1.077,00;35
202209;26442;UN. INT.INTERN. LUSOFONIA AFROBRASILEIRA;UNILAB;787;759;734;53
202209;26447;UNIVERSIDADE FEDERAL DO OESTE DA BAHIA;UFOB;647;633;604;43
202209;26448;UNIVERSIDADE FED. SUL SUDESTE DO PARA;UNIFESSPA;793;769;749;44
202209;26449;UNIVERSIDADE FEDERAL DO CARIRI;UFCA;694;644;634;60
202209;26450;UNIVERSIDADE FEDERAL DO SUL DA BAHIA;UFESBA;586;568;562;24
202209;30202;FUNDACAO NACIONAL DO INDIO;FUNAI;3.741,00;2.064,00;1.380,00;2.361,00
202209;30203;INST.NAC.METROLOGIA,NORM.E QUAL.INDL.;INMETRO;1.949,00;1.410,00;706;1.243,00
202209;30204;INSTITUTO NAC. DA PROPRIEDADE INDUSTRIAL;INPI;1.857,00;1.402,00;933;924
202209;30802;DEPTO. DE POLICIA RODOVIARIA FEDERAL;DPRF;13.833,00;13.833,00;12.832,00;1.001,00
202209;32000;MINISTERIO DE MINAS E ENERGIA;MME;712;712;155;557
202209;32200;AGENCIA NACIONAL DE ENERGIA ELETRICA;ANEEL;776;776;591;185
202209;32300;AGENCIA NAC PETROLEO GAS NAT BIOCOMBUSTI;ANP;811;781;689;122
202209;32396;AGENCIA NACIONAL DE MINERACAO;ANM;2.115,00;836;669;1.446,00
202209;33000;MINISTERIO DO TRABALHO E PREVIDENCIA;MTP;10.440,00;8.821,00;8.796,00;1.644,00
202209;33206;SUPERINT.NAC.DE PREVIDENCIA COMPLEMENTAR;PREVIC;231;159;72;159
202209;35000;MINISTERIO DAS RELACOES EXTERIORES;MRE;5.470,00;3.879,00;2.720,00;2.750,00
202209;35201;FUNDACAO ALEXANDRE DE GUSMAO;FAG;78;69;44;34
202209;36201;FUNDACAO OSWALDO CRUZ;FIOCRUZ;6.559,00;6.258,00;4.626,00;1.933,00
202209;36205;FUNDACAO NACIONAL DE SAUDE;FUNASA;4.231,00;4.225,00;1.470,00;2.761,00
202209;36207;AGENCIA NACIONAL DE VIGILANCIA SANITARIA;ANVS;1.636,00;1.621,00;1.518,00;118
202209;36208;AGENCIA NACIONAL DE SAUDE SUPLEMENTAR;ANS;709;677;611;98
202209;37000;DEFENSORIA PUBLICA DA UNIAO;DPU;1.999,00;1.249,00;1.140,00;859
202209;38000;CONSELHO ADMINIST.DE DEFESA ECONOMICA;CADE;52;50;39;13
202209;39250;AGENCIA NAC. DE TRANSPORTES TERRESTRES;ANTT;1.765,00;1.227,00;990;775
202209;39251;AGENCIA NAC. DE TRANSPORTES AQUAVIARIOS;ANTAQ;477;442;361;116
202209;39252;DEPARTAMENTO NAC.DE INFRAEST. DE TRANSP.;DNIT;4.271,00;3.384,00;2.172,00;2.099,00
202209;40105;MINISTERIO DA DEFESA;MD;3.012,00;2.666,00;1.366,00;1.646,00
202209;40106;ADVOCACIA-GERAL DA UNIAO;AGU;8.888,00;8.835,00;6.712,00;2.176,00
